ACC,PREC,REC,EPC,F1,AUC,DATASETNAME,ERRTYPE,ERRPERC,FEATTYPE,FEATNAME,MODELNAME,MODELTYPE
0.7762,0.6957,0.5989,,0.6437,0.3292,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,Ada Boost Classifier,Ensemble Tree
0.7473,0.6794,0.4759,,0.5597,0.0,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,Ridge Classifier,Linear
0.7491,0.6818,0.4813,,0.5643,0.296,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,Logistic Regression,Linear
0.7491,0.6791,0.4866,,0.567,0.2927,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,Linear Discriminant Analysis,Linear
0.7653,0.7143,0.508,,0.5938,0.3715,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,Quadratic Discriminant Analysis,Probabilistic
0.7365,0.634,0.5187,,0.5706,0.3503,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,Gaussian Naive Bayes,Probabilistic
0.6877,0.5556,0.3743,0.0,0.4473,0.3495,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,K-Neighborg Classifier,Neighborg based
0.6625,0.0,0.0,,0.0,0.5014,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,Support Vector Machine,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,Dummy Classifier,Heuristic based
0.6986,0.5877,0.3583,,0.4452,0.3892,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,MLP Classifier,Neural Networks
0.6354,0.4026,0.1658,,0.2348,0.5,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,Gaussian Process Classifier,Probabilistic
0.6679,0.5429,0.1016,0.0184,0.1712,0.0,Healthcare-Diabetes.csv,Outlier,0.4,continue,DiabetesPedigreeFunction,SGD Classifier,Linear
0.9368,0.9318,0.877,,0.9036,0.2899,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Extra Tree Classifier,Single Tree
0.9314,0.9257,0.8663,,0.895,0.2484,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Random Forest Classifier,Ensemble Tree
0.8899,0.85,0.8182,0.0,0.8338,0.5,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Decision Tree Classifier,Single Tree
0.8935,0.8855,0.7861,,0.8329,0.2692,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Cat Boost Classifier,Ensemble Tree
0.8231,0.7633,0.6898,,0.7247,0.2889,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Gradient Boosting Classifier,Ensemble Tree
0.787,0.6994,0.6471,,0.6722,0.3376,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Ada Boost Classifier,Ensemble Tree
0.7509,0.6842,0.4866,,0.5688,0.0,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Ridge Classifier,Linear
0.7491,0.6791,0.4866,,0.567,0.2933,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Linear Discriminant Analysis,Linear
0.7509,0.6842,0.4866,,0.5688,0.2963,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Logistic Regression,Linear
0.7671,0.7132,0.5187,,0.6006,0.3702,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Quadratic Discriminant Analysis,Probabilistic
0.7347,0.6299,0.5187,,0.5689,0.3538,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Gaussian Naive Bayes,Probabilistic
0.6877,0.5556,0.3743,0.0,0.4473,0.3495,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,K-Neighborg Classifier,Neighborg based
0.6625,0.0,0.0,,0.0,0.5014,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Support Vector Machine,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Dummy Classifier,Heuristic based
0.6895,0.563,0.3583,,0.4379,0.3948,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,MLP Classifier,Neural Networks
0.6354,0.4026,0.1658,,0.2348,0.5,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,Gaussian Process Classifier,Probabilistic
0.6679,0.5429,0.1016,-0.2653,0.1712,0.0,Healthcare-Diabetes.csv,Outlier,0.6,continue,DiabetesPedigreeFunction,SGD Classifier,Linear
0.9404,0.9375,0.8824,,0.9091,0.2964,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Extra Tree Classifier,Single Tree
0.9188,0.908,0.8449,,0.8753,0.2574,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Random Forest Classifier,Ensemble Tree
0.8935,0.8478,0.8342,0.0,0.841,0.5,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Decision Tree Classifier,Single Tree
0.8917,0.8944,0.7701,,0.8276,0.272,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Cat Boost Classifier,Ensemble Tree
0.8195,0.7702,0.6631,,0.7126,0.3013,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Gradient Boosting Classifier,Ensemble Tree
0.7726,0.6894,0.5936,,0.6379,0.3379,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Ada Boost Classifier,Ensemble Tree
0.7545,0.6835,0.508,,0.5828,0.0,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Ridge Classifier,Linear
0.7509,0.6738,0.508,,0.5793,0.2978,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Logistic Regression,Linear
0.7491,0.669,0.508,,0.5775,0.2961,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Linear Discriminant Analysis,Linear
0.7744,0.7246,0.5348,,0.6154,0.3723,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Quadratic Discriminant Analysis,Probabilistic
0.7347,0.6299,0.5187,,0.5689,0.353,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Gaussian Naive Bayes,Probabilistic
0.6877,0.5556,0.3743,0.0,0.4473,0.3495,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,K-Neighborg Classifier,Neighborg based
0.6697,0.5556,0.107,-0.3627,0.1794,0.0,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,SGD Classifier,Linear
0.6625,0.0,0.0,,0.0,0.5014,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Support Vector Machine,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Dummy Classifier,Heuristic based
0.6769,0.569,0.1765,,0.2694,0.3716,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,MLP Classifier,Neural Networks
0.6354,0.4026,0.1658,,0.2348,0.5,Healthcare-Diabetes.csv,Outlier,0.8,continue,DiabetesPedigreeFunction,Gaussian Process Classifier,Probabilistic
0.9639,0.9514,0.9412,,0.9462,0.3035,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Extra Tree Classifier,Single Tree
0.9657,0.9516,0.9465,,0.9491,0.2601,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Random Forest Classifier,Ensemble Tree
0.9458,0.9153,0.9251,0.0,0.9202,0.5,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Decision Tree Classifier,Single Tree
0.9152,0.8977,0.8449,,0.8705,0.2626,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Cat Boost Classifier,Ensemble Tree
0.8736,0.8545,0.754,,0.8011,0.2745,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Gradient Boosting Classifier,Ensemble Tree
0.8069,0.7299,0.6791,,0.7036,0.2752,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Ada Boost Classifier,Ensemble Tree
0.7726,0.7226,0.5294,,0.6111,0.2931,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Logistic Regression,Linear
0.778,0.7319,0.5401,,0.6215,0.0,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Ridge Classifier,Linear
0.778,0.7286,0.5455,,0.6239,0.293,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Linear Discriminant Analysis,Linear
0.7599,0.6688,0.5722,,0.6167,0.347,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Gaussian Naive Bayes,Probabilistic
0.7635,0.7,0.5241,,0.5994,0.3744,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Quadratic Discriminant Analysis,Probabilistic
0.6913,0.5656,0.369,0.0,0.4466,0.3619,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,K-Neighborg Classifier,Neighborg based
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Support Vector Machine,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Dummy Classifier,Heuristic based
0.6588,0.4706,0.0856,,0.1448,0.3603,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,MLP Classifier,Neural Networks
0.6661,0.5088,0.3102,,0.3854,0.5,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,Gaussian Process Classifier,Probabilistic
0.6661,0.525,0.1123,-1.0,0.185,0.0,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Pregnancies,SGD Classifier,Linear
0.9603,0.9412,0.9412,,0.9412,0.2955,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Extra Tree Classifier,Single Tree
0.9549,0.9219,0.9465,,0.934,0.2449,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Random Forest Classifier,Ensemble Tree
0.9477,0.9202,0.9251,0.0,0.9227,0.5,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Decision Tree Classifier,Single Tree
0.9188,0.908,0.8449,,0.8753,0.2616,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Cat Boost Classifier,Ensemble Tree
0.8664,0.8509,0.7326,,0.7874,0.2709,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Gradient Boosting Classifier,Ensemble Tree
0.7978,0.7301,0.6364,,0.68,0.2567,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Ada Boost Classifier,Ensemble Tree
0.7726,0.7194,0.5348,,0.6135,0.2942,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Logistic Regression,Linear
0.7726,0.7226,0.5294,,0.6111,0.0,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Ridge Classifier,Linear
0.778,0.7286,0.5455,,0.6239,0.2937,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Linear Discriminant Analysis,Linear
0.7563,0.6646,0.5615,,0.6087,0.3475,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Gaussian Naive Bayes,Probabilistic
0.7617,0.695,0.5241,,0.5976,0.3738,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Quadratic Discriminant Analysis,Probabilistic
0.6895,0.562,0.3636,0.0,0.4416,0.3571,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,K-Neighborg Classifier,Neighborg based
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Support Vector Machine,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Dummy Classifier,Heuristic based
0.6588,0.4706,0.0856,0.866,0.1448,0.3543,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,MLP Classifier,Neural Networks
0.6661,0.5086,0.3155,,0.3894,0.5,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,Gaussian Process Classifier,Probabilistic
0.6643,0.5152,0.0909,0.866,0.1545,0.0,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Pregnancies,SGD Classifier,Linear
0.9621,0.9511,0.9358,,0.9434,0.3017,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Extra Tree Classifier,Single Tree
0.9603,0.9459,0.9358,,0.9409,0.2623,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Random Forest Classifier,Ensemble Tree
0.9495,0.9251,0.9251,0.0,0.9251,0.5,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Decision Tree Classifier,Single Tree
0.9134,0.9017,0.8342,,0.8667,0.2607,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Cat Boost Classifier,Ensemble Tree
0.8682,0.8434,0.7487,,0.7932,0.2683,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Gradient Boosting Classifier,Ensemble Tree
0.8014,0.7333,0.6471,,0.6875,0.2551,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Ada Boost Classifier,Ensemble Tree
0.7744,0.7214,0.5401,,0.6177,0.2928,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Logistic Regression,Linear
0.7726,0.7226,0.5294,,0.6111,0.0,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Ridge Classifier,Linear
0.7744,0.7214,0.5401,,0.6177,0.2921,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Linear Discriminant Analysis,Linear
0.7581,0.6667,0.5668,,0.6127,0.3512,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Gaussian Naive Bayes,Probabilistic
0.7563,0.6831,0.5187,,0.5897,0.3752,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Quadratic Discriminant Analysis,Probabilistic
0.6895,0.562,0.3636,0.0,0.4416,0.3545,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,K-Neighborg Classifier,Neighborg based
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Support Vector Machine,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Dummy Classifier,Heuristic based
0.6643,0.5044,0.3048,,0.38,0.5,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,Gaussian Process Classifier,Probabilistic
0.574,0.426,0.754,0.8059,0.5444,0.5821,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,MLP Classifier,Neural Networks
0.3574,0.3432,0.9893,0.7776,0.5096,0.0,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Pregnancies,SGD Classifier,Linear
0.9657,0.9468,0.9519,,0.9493,0.304,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Extra Tree Classifier,Single Tree
0.9585,0.9457,0.9305,,0.938,0.2488,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Random Forest Classifier,Ensemble Tree
0.9495,0.9251,0.9251,0.0,0.9251,0.5,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Decision Tree Classifier,Single Tree
0.9206,0.9086,0.8503,,0.8785,0.2671,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Cat Boost Classifier,Ensemble Tree
0.8718,0.8537,0.7487,,0.7977,0.278,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Gradient Boosting Classifier,Ensemble Tree
0.8195,0.743,0.7112,,0.7268,0.2767,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Ada Boost Classifier,Ensemble Tree
0.7726,0.7226,0.5294,,0.6111,0.2919,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Logistic Regression,Linear
0.7708,0.7206,0.5241,,0.6068,0.0,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Ridge Classifier,Linear
0.7762,0.7234,0.5455,,0.622,0.2918,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Linear Discriminant Analysis,Linear
0.7581,0.6667,0.5668,,0.6127,0.3523,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Gaussian Naive Bayes,Probabilistic
0.7581,0.6879,0.5187,,0.5915,0.3769,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Quadratic Discriminant Analysis,Probabilistic
0.6913,0.5656,0.369,0.0,0.4466,0.361,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,K-Neighborg Classifier,Neighborg based
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Support Vector Machine,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Dummy Classifier,Heuristic based
0.6625,0.5,0.2941,,0.3704,0.5,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,Gaussian Process Classifier,Probabilistic
0.6859,0.5644,0.3048,,0.3958,0.3611,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,MLP Classifier,Neural Networks
0.361,0.3439,0.984,0.866,0.5097,0.0,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Pregnancies,SGD Classifier,Linear
0.9549,0.9355,0.9305,,0.933,0.2886,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Extra Tree Classifier,Single Tree
0.944,0.9239,0.9091,,0.9164,0.265,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Random Forest Classifier,Ensemble Tree
0.9025,0.8935,0.8075,,0.8483,0.2644,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Cat Boost Classifier,Ensemble Tree
0.9278,0.8848,0.9037,1.0,0.8942,0.5,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Decision Tree Classifier,Single Tree
0.8466,0.8,0.7273,,0.7619,0.2588,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Gradient Boosting Classifier,Ensemble Tree
0.7978,0.7273,0.6417,,0.6818,0.257,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Ada Boost Classifier,Ensemble Tree
0.7076,0.5984,0.4064,,0.4841,0.3033,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Gaussian Naive Bayes,Probabilistic
0.7202,0.6333,0.4064,,0.4951,0.2392,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Logistic Regression,Linear
0.7166,0.6339,0.3797,,0.4749,0.0,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Ridge Classifier,Linear
0.722,0.6435,0.3957,,0.4901,0.2336,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Linear Discriminant Analysis,Linear
0.6986,0.5833,0.3743,,0.456,0.3048,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Quadratic Discriminant Analysis,Probabilistic
0.6968,0.5725,0.4011,0.0,0.4717,0.3738,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,K-Neighborg Classifier,Neighborg based
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Support Vector Machine,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Dummy Classifier,Heuristic based
0.657,0.4854,0.2674,,0.3448,0.5,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,Gaussian Process Classifier,Probabilistic
0.6552,0.4881,0.4385,,0.462,0.4288,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,MLP Classifier,Neural Networks
0.6643,0.5294,0.0481,0.0,0.0882,0.0,Healthcare-Diabetes.csv,Outlier,0.2,discrete,Glucose,SGD Classifier,Linear
0.9458,0.9337,0.9037,,0.9185,0.2585,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Extra Tree Classifier,Single Tree
0.935,0.9081,0.8984,,0.9032,0.2295,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Random Forest Classifier,Ensemble Tree
0.9007,0.8837,0.8128,,0.8468,0.2488,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Cat Boost Classifier,Ensemble Tree
0.9079,0.8505,0.8824,0.9944,0.8661,0.5,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Decision Tree Classifier,Single Tree
0.8556,0.8092,0.7487,,0.7778,0.2464,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Gradient Boosting Classifier,Ensemble Tree
0.787,0.7143,0.615,,0.6609,0.248,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Ada Boost Classifier,Ensemble Tree
0.7076,0.6068,0.3797,,0.4671,0.309,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Gaussian Naive Bayes,Probabilistic
0.7094,0.6083,0.3904,0.9207,0.4756,0.2486,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Logistic Regression,Linear
0.7094,0.6121,0.3797,0.9278,0.4686,0.2457,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Linear Discriminant Analysis,Linear
0.6949,0.5804,0.3476,0.8832,0.4348,0.3045,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Quadratic Discriminant Analysis,Probabilistic
0.7022,0.6058,0.3369,0.9357,0.433,0.0,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Ridge Classifier,Linear
0.6913,0.5588,0.4064,0.0,0.4706,0.3809,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,K-Neighborg Classifier,Neighborg based
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Support Vector Machine,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Dummy Classifier,Heuristic based
0.6643,0.5052,0.262,,0.3451,0.5,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,Gaussian Process Classifier,Probabilistic
0.6606,0.4667,0.0374,,0.0693,0.4365,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,MLP Classifier,Neural Networks
0.6625,0.5,0.0374,0.0,0.0697,0.0,Healthcare-Diabetes.csv,Outlier,0.4,discrete,Glucose,SGD Classifier,Linear
0.9386,0.9422,0.8717,,0.9056,0.2818,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Extra Tree Classifier,Single Tree
0.9206,0.8907,0.8717,,0.8811,0.248,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Random Forest Classifier,Ensemble Tree
0.9116,0.867,0.8717,0.407,0.8693,0.5,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Decision Tree Classifier,Single Tree
0.8899,0.8706,0.7914,,0.8291,0.2484,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Cat Boost Classifier,Ensemble Tree
0.8412,0.7676,0.7594,,0.7634,0.2639,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Gradient Boosting Classifier,Ensemble Tree
0.7978,0.7143,0.6684,,0.6906,0.3095,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Ada Boost Classifier,Ensemble Tree
0.713,0.6186,0.3904,,0.4787,0.3168,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Gaussian Naive Bayes,Probabilistic
0.704,0.6,0.369,0.8676,0.457,0.253,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Logistic Regression,Linear
0.7004,0.5981,0.3422,0.8662,0.4354,0.0,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Ridge Classifier,Linear
0.704,0.595,0.385,0.7402,0.4675,0.3095,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Quadratic Discriminant Analysis,Probabilistic
0.704,0.6018,0.3636,0.8747,0.4533,0.2497,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Linear Discriminant Analysis,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Support Vector Machine,Linear
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Dummy Classifier,Heuristic based
0.6968,0.5748,0.3904,0.0,0.465,0.3834,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,K-Neighborg Classifier,Neighborg based
0.6498,0.4588,0.2086,,0.2868,0.5,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,Gaussian Process Classifier,Probabilistic
0.6444,0.4609,0.3155,,0.3746,0.4005,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,MLP Classifier,Neural Networks
0.6697,0.7,0.0374,0.0,0.0711,0.0,Healthcare-Diabetes.csv,Outlier,0.6,discrete,Glucose,SGD Classifier,Linear
0.9422,0.933,0.893,,0.9126,0.2793,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Extra Tree Classifier,Single Tree
0.9152,0.8889,0.8556,,0.8719,0.2403,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Random Forest Classifier,Ensemble Tree
0.9224,0.8956,0.8717,-0.009,0.8835,0.5,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Decision Tree Classifier,Single Tree
0.8755,0.8391,0.7807,,0.8089,0.2487,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Cat Boost Classifier,Ensemble Tree
0.8448,0.8098,0.7059,,0.7543,0.2633,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Gradient Boosting Classifier,Ensemble Tree
0.7599,0.65,0.6257,,0.6376,0.3203,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Ada Boost Classifier,Ensemble Tree
0.713,0.6186,0.3904,,0.4787,0.3181,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Gaussian Naive Bayes,Probabilistic
0.704,0.6,0.369,0.8113,0.457,0.2534,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Logistic Regression,Linear
0.7022,0.6019,0.3476,0.7935,0.4407,0.0,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Ridge Classifier,Linear
0.7004,0.5882,0.3743,,0.4575,0.3103,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Quadratic Discriminant Analysis,Probabilistic
0.7004,0.5946,0.3529,0.8359,0.443,0.2511,Healthcare-Diabetes.csv,Outlier,0.8,discrete,Glucose,Linear Discriminant Analysis,Linear
