acc,prec,rec,epc_at,f1,auc,datasetname,errtype,errperc,feattype,featname,modelname,modeltype
0.8173,0.8824,0.8451,,0.8633,0.6455,diabetes_data_upload.csv,Missing,0,binary,Polyphagia,Gaussian Naive Bayes,Probabilistic
0.9519,0.9583,0.9718,,0.965,0.4738,diabetes_data_upload.csv,Missing,0,binary,Genital thrush,Extra Tree Classifier,Single Tree
0.9231,0.9437,0.9437,,0.9437,0.7804,diabetes_data_upload.csv,Missing,0,binary,Genital thrush,Gradient Boosting Classifier,Ensemble Tree
0.6538,0.6768,0.9437,,0.7882,0.5228,diabetes_data_upload.csv,Missing,0,binary,Genital thrush,Quadratic Discriminant Analysis,Probabilistic
0.6827,0.6827,1.0,,0.8114,0.5,diabetes_data_upload.csv,Missing,0,binary,Genital thrush,Dummy Classifier,Heuristic based
0.9327,0.9571,0.9437,,0.9504,0.5158,diabetes_data_upload.csv,Missing,0,binary,visual blurring,Random Forest Classifier,Ensemble Tree
0.9135,0.9844,0.8873,,0.9333,0.7582,diabetes_data_upload.csv,Missing,0,binary,visual blurring,Support Vector Machine,Linear
0.8654,0.9524,0.8451,,0.8955,0.767,diabetes_data_upload.csv,Missing,0,binary,visual blurring,Ada Boost Classifier,Ensemble Tree
0.6538,0.6768,0.9437,,0.7882,0.5228,diabetes_data_upload.csv,Missing,0,binary,visual blurring,Quadratic Discriminant Analysis,Probabilistic
0.8654,0.9524,0.8451,,0.8955,0.767,diabetes_data_upload.csv,Missing,0,binary,Irritability,Ada Boost Classifier,Ensemble Tree
0.8173,0.8824,0.8451,,0.8633,0.6455,diabetes_data_upload.csv,Missing,0,binary,Irritability,Gaussian Naive Bayes,Probabilistic
0.8654,0.9524,0.8451,,0.8955,0.767,diabetes_data_upload.csv,Missing,0,binary,partial paresis,Ada Boost Classifier,Ensemble Tree
0.6538,0.6768,0.9437,,0.7882,0.5228,diabetes_data_upload.csv,Missing,0,binary,partial paresis,Quadratic Discriminant Analysis,Probabilistic
0.8558,0.8784,0.9155,,0.8966,0.0,diabetes_data_upload.csv,Missing,0,binary,muscle stiffness,SGD Classifier,Linear
0.6538,0.6768,0.9437,,0.7882,0.5228,diabetes_data_upload.csv,Missing,0,binary,muscle stiffness,Quadratic Discriminant Analysis,Probabilistic
0.9327,0.9571,0.9437,,0.9504,0.5158,diabetes_data_upload.csv,Missing,0,binary,Alopecia,Random Forest Classifier,Ensemble Tree
0.9135,0.9844,0.8873,,0.9333,0.7582,diabetes_data_upload.csv,Missing,0,binary,Alopecia,Support Vector Machine,Linear
0.8462,0.9104,0.8592,,0.8841,0.796,diabetes_data_upload.csv,Missing,0,binary,Alopecia,Logistic Regression,Linear
0.8462,0.9104,0.8592,,0.8841,0.8124,diabetes_data_upload.csv,Missing,0,binary,Obesity,MLP Classifier,Neural Networks
0.8558,0.8784,0.9155,,0.8966,0.0,diabetes_data_upload.csv,Missing,0,binary,Obesity,SGD Classifier,Linear
0.9519,0.9583,0.9718,,0.965,0.4738,diabetes_data_upload.csv,DuplicatedAll,0,target,class,Extra Tree Classifier,Single Tree
0.9231,0.9437,0.9437,,0.9437,0.7804,diabetes_data_upload.csv,DuplicatedAll,0,target,class,Gradient Boosting Classifier,Ensemble Tree
0.8077,0.9048,0.8028,,0.8507,0.0,diabetes_data_upload.csv,DuplicatedAll,0,target,class,Ridge Classifier,Linear
0.8462,0.9104,0.8592,,0.8841,0.796,diabetes_data_upload.csv,Labels,0,target,class,Logistic Regression,Linear
0.6538,0.6768,0.9437,,0.7882,0.5228,diabetes_data_upload.csv,Outlier,0,discrete,Age,Quadratic Discriminant Analysis,Probabilistic
0.9519,0.9583,0.9718,,0.965,0.4738,diabetes_data_upload.csv,Noisy,0,binary,Gender,Extra Tree Classifier,Single Tree
0.9135,0.9559,0.9155,,0.9353,0.6594,diabetes_data_upload.csv,Noisy,0,binary,Gender,Cat Boost Classifier,Ensemble Tree
0.8462,0.9104,0.8592,,0.8841,0.8124,diabetes_data_upload.csv,Noisy,0,binary,Gender,MLP Classifier,Neural Networks
0.9519,0.9583,0.9718,,0.965,0.4738,diabetes_data_upload.csv,Noisy,0,binary,Polyuria,Extra Tree Classifier,Single Tree
0.9231,0.9437,0.9437,,0.9437,0.7804,diabetes_data_upload.csv,Noisy,0,binary,Polyuria,Gradient Boosting Classifier,Ensemble Tree
0.9327,0.9571,0.9437,,0.9504,0.5158,diabetes_data_upload.csv,Noisy,0,binary,Polyuria,Random Forest Classifier,Ensemble Tree
0.9135,0.9844,0.8873,,0.9333,0.7582,diabetes_data_upload.csv,Noisy,0,binary,Polydipsia,Support Vector Machine,Linear
0.9327,0.9571,0.9437,,0.9504,0.5158,diabetes_data_upload.csv,Noisy,0,binary,sudden weight loss,Random Forest Classifier,Ensemble Tree
0.8173,0.8824,0.8451,,0.8633,0.6455,diabetes_data_upload.csv,Noisy,0,binary,sudden weight loss,Gaussian Naive Bayes,Probabilistic
0.9231,0.9437,0.9437,,0.9437,0.7804,diabetes_data_upload.csv,Noisy,0,binary,visual blurring,Gradient Boosting Classifier,Ensemble Tree
0.6538,0.6768,0.9437,,0.7882,0.5228,diabetes_data_upload.csv,Noisy,0,binary,visual blurring,Quadratic Discriminant Analysis,Probabilistic
0.8173,0.8824,0.8451,,0.8633,0.6455,diabetes_data_upload.csv,Noisy,0,binary,Itching,Gaussian Naive Bayes,Probabilistic
0.8077,0.9048,0.8028,,0.8507,0.0,diabetes_data_upload.csv,Noisy,0,binary,Itching,Ridge Classifier,Linear
0.8558,0.8784,0.9155,,0.8966,0.0,diabetes_data_upload.csv,Noisy,0,binary,Itching,SGD Classifier,Linear
0.9327,0.9571,0.9437,,0.9504,0.5158,diabetes_data_upload.csv,Noisy,0,binary,Irritability,Random Forest Classifier,Ensemble Tree
0.6538,0.6768,0.9437,,0.7882,0.5228,diabetes_data_upload.csv,Noisy,0,binary,Irritability,Quadratic Discriminant Analysis,Probabilistic
0.8077,0.9048,0.8028,,0.8507,0.0,diabetes_data_upload.csv,Noisy,0,binary,delayed healing,Ridge Classifier,Linear
0.8462,0.9104,0.8592,,0.8841,0.796,diabetes_data_upload.csv,Noisy,0,binary,delayed healing,Logistic Regression,Linear
0.9135,0.9844,0.8873,,0.9333,0.7582,diabetes_data_upload.csv,Noisy,0,binary,partial paresis,Support Vector Machine,Linear
0.8077,0.9048,0.8028,,0.8507,0.0,diabetes_data_upload.csv,Noisy,0,binary,partial paresis,Ridge Classifier,Linear
0.8462,0.9104,0.8592,,0.8841,0.796,diabetes_data_upload.csv,Noisy,0,binary,partial paresis,Logistic Regression,Linear
0.8077,0.9048,0.8028,,0.8507,0.7093,diabetes_data_upload.csv,Missing,0,binary,visual blurring,Linear Discriminant Analysis,Linear
0.8077,0.9048,0.8028,,0.8507,0.7093,diabetes_data_upload.csv,Missing,0,binary,Itching,Linear Discriminant Analysis,Linear
0.8077,0.9048,0.8028,,0.8507,0.7093,diabetes_data_upload.csv,Missing,0,binary,delayed healing,Linear Discriminant Analysis,Linear
0.8077,0.9048,0.8028,,0.8507,0.7093,diabetes_data_upload.csv,Missing,0,binary,partial paresis,Linear Discriminant Analysis,Linear
0.9231,0.9846,0.9014,,0.9412,0.35,diabetes_data_upload.csv,Labels,0,target,class,Gaussian Process Classifier,Probabilistic
0.9231,0.9846,0.9014,,0.9412,0.35,diabetes_data_upload.csv,Outlier,0,discrete,Age,Gaussian Process Classifier,Probabilistic
0.9231,0.9846,0.9014,,0.9412,0.35,diabetes_data_upload.csv,Noisy,0,binary,Polyphagia,Gaussian Process Classifier,Probabilistic
0.9327,0.9571,0.9437,,0.9504,0.4859,diabetes_data_upload.csv,Missing,0,binary,Polyuria,Decision Tree Classifier,Single Tree
0.9327,0.9571,0.9437,,0.9504,0.4859,diabetes_data_upload.csv,Labels,0,target,class,Decision Tree Classifier,Single Tree
0.8173,0.9643,0.7606,,0.8504,0.4379,diabetes_data_upload.csv,Missing,0,binary,weakness,K-Neighborg Classifier,Neighborg based
0.6538,0.6768,0.9437,,0.7882,0.5228,diabetes_data_upload.csv,Noisy,0,binary,muscle stiffness,Quadratic Discriminant Analysis,Probabilistic
0.8077,0.9048,0.8028,,0.8507,0.0,diabetes_data_upload.csv,Noisy,0,binary,muscle stiffness,Ridge Classifier,Linear
0.8077,0.9048,0.8028,,0.8507,0.0,diabetes_data_upload.csv,Noisy,0,binary,Alopecia,Ridge Classifier,Linear
0.8558,0.8784,0.9155,,0.8966,0.0,diabetes_data_upload.csv,Noisy,0,binary,Alopecia,SGD Classifier,Linear
0.9135,0.9559,0.9155,,0.9353,0.6594,diabetes_data_upload.csv,Noisy,0,binary,Obesity,Cat Boost Classifier,Ensemble Tree
0.6827,0.6827,1.0,,0.8114,0.5,diabetes_data_upload.csv,Noisy,0,binary,Obesity,Dummy Classifier,Heuristic based
0.8558,0.8784,0.9155,,0.8966,0.0,diabetes_data_upload.csv,Noisy,0,binary,Obesity,SGD Classifier,Linear
0.7895,0.7797,0.561,,0.6525,0.4462,Employee.csv,NULL,0,,NULL,K-Neighborg Classifier,Neighborg based
0.6477,0.0,0.0,,0.0,0.5,Employee.csv,NULL,0,,NULL,Dummy Classifier,Heuristic based
0.7304,0.6149,0.628,,0.6214,0.4856,Employee.csv,Missing,0,discrete,Age,Gaussian Naive Bayes,Probabilistic
0.8067,0.8136,0.5854,,0.6809,0.4897,Employee.csv,Missing,0,discrete,ExperienceInCurrentDomain,Ada Boost Classifier,Ensemble Tree
0.7379,0.6892,0.4665,,0.5564,0.3371,Employee.csv,Missing,0,discrete,ExperienceInCurrentDomain,Linear Discriminant Analysis,Linear
0.8668,0.9048,0.6951,,0.7862,0.5958,Employee.csv,Missing,0,categorical Integer,PaymentTier,Gradient Boosting Classifier,Ensemble Tree
0.7379,0.6892,0.4665,,0.5564,0.3371,Employee.csv,Missing,0,categorical Integer,PaymentTier,Linear Discriminant Analysis,Linear
0.8303,0.808,0.6799,,0.7384,0.5602,Employee.csv,Missing,0,categorical String,Education,Decision Tree Classifier,Single Tree
0.7895,0.7797,0.561,,0.6525,0.4462,Employee.csv,Missing,0,categorical String,Education,K-Neighborg Classifier,Neighborg based
0.8314,0.8155,0.6738,,0.7379,0.4779,Employee.csv,Missing,0,categorical String,Gender,Extra Tree Classifier,Single Tree
0.7379,0.6892,0.4665,,0.5564,0.3371,Employee.csv,DuplicatedAll,0,target,LeaveOrNot,Linear Discriminant Analysis,Linear
0.7336,0.6961,0.4329,,0.5338,0.0,Employee.csv,DuplicatedAll,0,target,LeaveOrNot,Ridge Classifier,Linear
0.8346,0.8595,0.6341,,0.7298,0.4873,Employee.csv,Labels,0,target,LeaveOrNot,Support Vector Machine,Linear
0.841,0.8358,0.6829,,0.7517,0.5374,Employee.csv,Labels,0,target,LeaveOrNot,Random Forest Classifier,Ensemble Tree
0.7895,0.7797,0.561,,0.6525,0.4462,Employee.csv,Labels,0,target,LeaveOrNot,K-Neighborg Classifier,Neighborg based
0.3523,0.352,0.997,,0.5203,0.6752,Employee.csv,Labels,0,target,LeaveOrNot,MLP Classifier,Neural Networks
0.6477,0.0,0.0,,0.0,0.0,Employee.csv,Labels,0,target,LeaveOrNot,SGD Classifier,Linear
0.6477,0.0,0.0,,0.0,0.5,Employee.csv,Outlier,0,discrete,JoiningYear,Dummy Classifier,Heuristic based
0.6477,0.0,0.0,,0.0,0.5,Employee.csv,Outlier,0,discrete,ExperienceInCurrentDomain,Dummy Classifier,Heuristic based
0.6477,0.0,0.0,,0.0,0.5,Employee.csv,Outlier,0,categorical String,Education,Dummy Classifier,Heuristic based
0.8314,0.8155,0.6738,,0.7379,0.4779,Employee.csv,Outlier,0,categorical String,City,Extra Tree Classifier,Single Tree
0.7895,0.7797,0.561,,0.6525,0.4462,Employee.csv,Outlier,0,categorical String,City,K-Neighborg Classifier,Neighborg based
0.7304,0.6149,0.628,,0.6214,0.4856,Employee.csv,Outlier,0,categorical String,City,Gaussian Naive Bayes,Probabilistic
0.8647,0.9008,0.6921,,0.7828,0.6408,Employee.csv,Outlier,0,categorical String,Gender,Cat Boost Classifier,Ensemble Tree
0.8067,0.8136,0.5854,,0.6809,0.4897,Employee.csv,Outlier,0,categorical String,Gender,Ada Boost Classifier,Ensemble Tree
0.841,0.8358,0.6829,,0.7517,0.5374,Employee.csv,Outlier,0,categorical Integer,PaymentTier,Random Forest Classifier,Ensemble Tree
0.6477,0.0,0.0,,0.0,0.5,Employee.csv,Outlier,0,categorical Integer,PaymentTier,Dummy Classifier,Heuristic based
0.841,0.8358,0.6829,,0.7517,0.5374,Employee.csv,Noisy,0,discrete,JoiningYear,Random Forest Classifier,Ensemble Tree
0.8067,0.8136,0.5854,,0.6809,0.4897,Employee.csv,Noisy,0,discrete,JoiningYear,Ada Boost Classifier,Ensemble Tree
0.8303,0.808,0.6799,,0.7384,0.5602,Employee.csv,Noisy,0,discrete,JoiningYear,Decision Tree Classifier,Single Tree
0.7895,0.7797,0.561,,0.6525,0.4462,Employee.csv,Noisy,0,discrete,JoiningYear,K-Neighborg Classifier,Neighborg based
0.6477,0.0,0.0,,0.0,0.5,Employee.csv,Noisy,0,categorical String,City,Dummy Classifier,Heuristic based
0.8668,0.9048,0.6951,,0.7862,0.5958,Employee.csv,Noisy,0,categorical String,Gender,Gradient Boosting Classifier,Ensemble Tree
0.841,0.8358,0.6829,,0.7517,0.5374,Employee.csv,Noisy,0,categorical Integer,PaymentTier,Random Forest Classifier,Ensemble Tree
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,NULL,0,,NULL,Ridge Classifier,Linear
0.9477,0.9341,0.9091,,0.9214,0.5,Healthcare-Diabetes.csv,Missing,0,continue,BMI,Decision Tree Classifier,Single Tree
0.9368,0.9176,0.893,,0.9051,0.2599,Healthcare-Diabetes.csv,Missing,0,continue,BMI,Cat Boost Classifier,Ensemble Tree
0.9368,0.9176,0.893,,0.9051,0.2599,Healthcare-Diabetes.csv,Missing,0,continue,DiabetesPedigreeFunction,Cat Boost Classifier,Ensemble Tree
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Missing,0,discrete,Pregnancies,Gaussian Process Classifier,Probabilistic
0.9368,0.9176,0.893,,0.9051,0.2599,Healthcare-Diabetes.csv,Missing,0,discrete,Glucose,Cat Boost Classifier,Ensemble Tree
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Missing,0,discrete,Age,Gaussian Process Classifier,Probabilistic
0.7336,0.6905,0.4421,,0.539,0.3502,Employee.csv,Missing,0,discrete,Age,Logistic Regression,Linear
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Missing,0,discrete,ExperienceInCurrentDomain,Gaussian Process Classifier,Probabilistic
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Missing,0,categorical String,Gender,Gaussian Process Classifier,Probabilistic
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Outlier,0,categorical Integer,PaymentTier,Gaussian Process Classifier,Probabilistic
0.8185,0.8502,0.5884,,0.6955,0.3456,Employee.csv,Noisy,0,discrete,JoiningYear,Gaussian Process Classifier,Probabilistic
0.7336,0.6905,0.4421,,0.539,0.3502,Employee.csv,Noisy,0,discrete,Age,Logistic Regression,Linear
0.7336,0.6905,0.4421,,0.539,0.3502,Employee.csv,Noisy,0,categorical String,Education,Logistic Regression,Linear
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Missing,0,discrete,Glucose,Gaussian Process Classifier,Probabilistic
0.9477,0.9341,0.9091,,0.9214,0.5,Healthcare-Diabetes.csv,Missing,0,discrete,BloodPressure,Decision Tree Classifier,Single Tree
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Missing,0,discrete,BloodPressure,Ridge Classifier,Linear
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Missing,0,discrete,BloodPressure,Gaussian Naive Bayes,Probabilistic
0.6625,0.0,0.0,,0.0,0.5,Healthcare-Diabetes.csv,Missing,0,discrete,BloodPressure,Dummy Classifier,Heuristic based
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Missing,0,discrete,BloodPressure,Gaussian Process Classifier,Probabilistic
0.6913,0.5656,0.369,,0.4466,0.3629,Healthcare-Diabetes.csv,Missing,0,discrete,SkinThickness,K-Neighborg Classifier,Neighborg based
0.9477,0.9341,0.9091,,0.9214,0.5,Healthcare-Diabetes.csv,Missing,0,discrete,Insulin,Decision Tree Classifier,Single Tree
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Missing,0,discrete,Insulin,MLP Classifier,Neural Networks
0.9639,0.9514,0.9412,,0.9462,0.3039,Healthcare-Diabetes.csv,Missing,0,discrete,Age,Extra Tree Classifier,Single Tree
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Missing,0,discrete,Age,Random Forest Classifier,Ensemble Tree
0.7906,0.763,0.5508,,0.6398,0.2926,Healthcare-Diabetes.csv,Missing,0,discrete,Age,Logistic Regression,Linear
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,DuplicatedAll,0,target,Outcome,Gaussian Naive Bayes,Probabilistic
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Labels,0,target,Outcome,Ridge Classifier,Linear
0.9477,0.9341,0.9091,,0.9214,0.5,Healthcare-Diabetes.csv,Outlier,0,continue,BMI,Decision Tree Classifier,Single Tree
0.7906,0.763,0.5508,,0.6398,0.2926,Healthcare-Diabetes.csv,Outlier,0,continue,BMI,Logistic Regression,Linear
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Outlier,0,continue,DiabetesPedigreeFunction,Random Forest Classifier,Ensemble Tree
0.9477,0.9341,0.9091,,0.9214,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,Pregnancies,Decision Tree Classifier,Single Tree
0.7924,0.7647,0.5561,,0.644,0.2908,Healthcare-Diabetes.csv,Outlier,0,discrete,Pregnancies,Linear Discriminant Analysis,Linear
0.8105,0.7384,0.6791,,0.7075,0.2843,Healthcare-Diabetes.csv,Outlier,0,discrete,BloodPressure,Ada Boost Classifier,Ensemble Tree
0.6661,0.5278,0.1016,,0.1704,0.0,Healthcare-Diabetes.csv,Outlier,0,discrete,BloodPressure,SGD Classifier,Linear
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Outlier,0,discrete,SkinThickness,Ridge Classifier,Linear
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,SkinThickness,Gaussian Process Classifier,Probabilistic
0.6913,0.5656,0.369,,0.4466,0.3629,Healthcare-Diabetes.csv,Outlier,0,discrete,Insulin,K-Neighborg Classifier,Neighborg based
0.6661,0.5278,0.1016,,0.1704,0.0,Healthcare-Diabetes.csv,Outlier,0,discrete,Insulin,SGD Classifier,Linear
0.8773,0.865,0.754,,0.8057,0.2774,Healthcare-Diabetes.csv,Outlier,0,discrete,Age,Gradient Boosting Classifier,Ensemble Tree
0.9477,0.9341,0.9091,,0.9214,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,Age,Decision Tree Classifier,Single Tree
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Outlier,0,discrete,Age,Ridge Classifier,Linear
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Outlier,0,discrete,Age,Gaussian Process Classifier,Probabilistic
0.9621,0.9511,0.9358,,0.9434,0.2496,Healthcare-Diabetes.csv,Noisy,0,discrete,Pregnancies,Random Forest Classifier,Ensemble Tree
0.7852,0.7615,0.5294,,0.6246,0.0,Healthcare-Diabetes.csv,Noisy,0,discrete,Pregnancies,Ridge Classifier,Linear
0.9639,0.9514,0.9412,,0.9462,0.3039,Healthcare-Diabetes.csv,Noisy,0,discrete,Glucose,Extra Tree Classifier,Single Tree
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Noisy,0,discrete,Glucose,Gaussian Process Classifier,Probabilistic
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Noisy,0,discrete,BloodPressure,Gaussian Process Classifier,Probabilistic
0.6913,0.5656,0.369,,0.4466,0.3629,Healthcare-Diabetes.csv,Noisy,0,discrete,BloodPressure,K-Neighborg Classifier,Neighborg based
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Noisy,0,discrete,Insulin,Gaussian Naive Bayes,Probabilistic
0.7906,0.763,0.5508,,0.6398,0.2926,Healthcare-Diabetes.csv,Noisy,0,discrete,Age,Logistic Regression,Linear
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Noisy,0,continue,BMI,Gaussian Naive Bayes,Probabilistic
0.7708,0.6765,0.615,,0.6443,0.3546,Healthcare-Diabetes.csv,Noisy,0,continue,DiabetesPedigreeFunction,Gaussian Naive Bayes,Probabilistic
0.6643,0.5111,0.123,,0.1983,0.3473,Healthcare-Diabetes.csv,Noisy,0,continue,DiabetesPedigreeFunction,MLP Classifier,Neural Networks
0.6625,0.0,0.0,,0.0,0.4973,Healthcare-Diabetes.csv,Noisy,0,continue,DiabetesPedigreeFunction,Support Vector Machine,Linear
0.6715,0.5221,0.3155,,0.3933,0.5,Healthcare-Diabetes.csv,Noisy,0,continue,DiabetesPedigreeFunction,Gaussian Process Classifier,Probabilistic
0.995,0.9969,0.9876,,0.9922,0.3651,heart_failure_clinical_records.csv,NULL,0,,NULL,Cat Boost Classifier,Ensemble Tree
0.951,1.0,0.8478,,0.9176,0.8605,heart_failure_clinical_records.csv,NULL,0,,NULL,Support Vector Machine,Linear
0.938,0.8916,0.9193,,0.9052,0.513,heart_failure_clinical_records.csv,NULL,0,,NULL,K-Neighborg Classifier,Neighborg based
0.995,0.9969,0.9876,,0.9922,0.3651,heart_failure_clinical_records.csv,Missing,0,discrete,ejection_fraction,Cat Boost Classifier,Ensemble Tree
0.99,0.9906,0.9783,,0.9844,0.4948,heart_failure_clinical_records.csv,Missing,0,discrete,ejection_fraction,Extra Tree Classifier,Single Tree
0.995,0.9969,0.9876,,0.9922,0.4827,heart_failure_clinical_records.csv,Missing,0,continue,platelets,Random Forest Classifier,Ensemble Tree
0.995,0.9969,0.9876,,0.9922,0.4827,heart_failure_clinical_records.csv,Missing,0,continue,serum_creatinine,Random Forest Classifier,Ensemble Tree
0.825,0.7561,0.6739,,0.7126,0.2925,heart_failure_clinical_records.csv,Missing,0,continue,serum_creatinine,Logistic Regression,Linear
0.678,0.0,0.0,,0.0,0.5,heart_failure_clinical_records.csv,Missing,0,continue,serum_creatinine,Dummy Classifier,Heuristic based
0.684,0.6071,0.0528,,0.0971,0.0,heart_failure_clinical_records.csv,Missing,0,continue,serum_creatinine,SGD Classifier,Linear
0.995,0.9969,0.9876,,0.9922,0.3651,heart_failure_clinical_records.csv,Missing,0,discrete,serum_sodium,Cat Boost Classifier,Ensemble Tree
0.834,0.7766,0.6801,,0.7252,0.0,heart_failure_clinical_records.csv,Missing,0,discrete,serum_sodium,Ridge Classifier,Linear
0.815,0.8513,0.5155,,0.6422,0.2357,heart_failure_clinical_records.csv,Missing,0,discrete,age,Gaussian Naive Bayes,Probabilistic
0.958,0.9965,0.8727,,0.9305,0.5561,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,Gaussian Process Classifier,Probabilistic
0.951,1.0,0.8478,,0.9176,0.8605,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,Support Vector Machine,Linear
0.933,0.918,0.8696,,0.8931,0.4055,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,Ada Boost Classifier,Ensemble Tree
0.825,0.7561,0.6739,,0.7126,0.2925,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,Logistic Regression,Linear
0.685,0.64,0.0497,,0.0922,0.4914,heart_failure_clinical_records.csv,Missing,0,discrete,creatinine_phosphokinase,MLP Classifier,Neural Networks
0.979,0.9748,0.9596,,0.9671,0.3066,heart_failure_clinical_records.csv,Missing,0,discrete,time,Gradient Boosting Classifier,Ensemble Tree
